date,ticker,etf_inflow,etf_outflow,netflow,aum,sector_rotation,institutional_flow,retail_flow,flow_momentum,smart_money_score,data_type
2025-07-15,ARKK,4848191022,3402481016,1445710006,118106220567,tech,1446598421,953891674,-85.31,76.29,etf_flow
2025-07-15,SOXX,4543203418,3075656295,1467547123,324378635799,energy,1643348965,-481090800,-83.54,32.42,etf_flow
2025-07-15,IBIT,3756547071,340740470,3415806601,386638441385,tech,-1304804834,-124303131,2.05,77.0,etf_flow
2025-07-16,QQQ,4714416688,3769213943,945202745,152055206954,ai,-667617624,-963631455,-51.97,47.76,etf_flow
2025-07-16,SPY,1155405604,3228291507,-2072885903,457477148916,tech,475575895,15401039,-8.78,48.85,etf_flow
2025-07-16,ARKK,1308688829,3844288225,-2535599396,27074860055,financials,961438222,971943291,-71.42,71.61,etf_flow
2025-07-16,SOXX,3698432023,1482831184,2215600839,97834246164,energy,673650131,-656333641,-73.35,96.29,etf_flow
2025-07-16,IBIT,4198655139,3213025250,985629889,73485521436,ai,1773400942,873906467,-43.39,83.53,etf_flow
2025-07-17,QQQ,589224707,1245283832,-656059125,316092691516,energy,-864261356,167974874,88.44,0.28,etf_flow
2025-07-17,SPY,3228455092,202661853,3025793239,401036460790,tech,-783287887,-184222772,81.6,70.65,etf_flow
2025-07-17,ARKK,3495399945,1524923191,1970476754,37567167064,tech,1429218903,-596710118,-58.47,37.36,etf_flow
2025-07-17,SOXX,3544416799,3394667528,149749271,96678774209,energy,1189999372,-763482853,-77.54,64.37,etf_flow
2025-07-17,IBIT,2353142541,1840382631,512759910,287227689214,energy,-1627549364,449354803,26.8,74.96,etf_flow
2025-07-18,QQQ,4087395202,2728043877,1359351325,201875227110,ai,-1201876721,-460057345,-72.37,25.37,etf_flow
2025-07-18,SPY,1122430832,2546688833,-1424258001,405738698773,energy,-184502555,49332402,50.09,33.5,etf_flow
2025-07-18,ARKK,3792166086,3426392215,365773871,202768287807,energy,602397727,-360810193,-96.47,66.63,etf_flow
2025-07-18,SOXX,2936251137,2823254413,112996724,18211803937,energy,-1598493660,-244830586,-19.88,20.29,etf_flow
2025-07-18,IBIT,500300588,476230918,24069670,313485139386,financials,-1498324016,-320438348,83.97,47.91,etf_flow
2025-07-21,QQQ,2592459160,1086445120,1506014040,376295737998,ai,-1054897731,-22085294,2.13,17.28,etf_flow
2025-07-21,SPY,4391880639,1243831178,3148049461,439241742333,energy,1879205056,-77417254,3.53,34.93,etf_flow
2025-07-21,ARKK,4085200275,3690532375,394667900,398422296142,financials,1487315520,-527562638,-5.18,23.32,etf_flow
2025-07-21,SOXX,1505011572,1189038174,315973398,18401318736,tech,699341787,-720724466,-79.5,92.53,etf_flow
2025-07-21,IBIT,3575177981,447267227,3127910754,275276741720,tech,-1779875822,896483650,24.51,59.02,etf_flow
2025-07-22,QQQ,2353123251,2963930176,-610806925,116853769995,energy,-1341855778,652354045,22.45,82.36,etf_flow
2025-07-22,SPY,1658266954,148381909,1509885045,286954116162,energy,1234421986,887389064,25.87,96.82,etf_flow
2025-07-22,ARKK,4702297264,2931489731,1770807533,104343641342,financials,65820596,698244778,-89.43,61.77,etf_flow
2025-07-22,SOXX,2484883760,3200469745,-715585985,55923359463,ai,-1502164626,254230655,60.28,3.5,etf_flow
2025-07-22,IBIT,3671198322,1304446478,2366751844,194738363275,tech,-436084422,740491177,82.69,2.27,etf_flow
2025-07-23,QQQ,4560578882,758654973,3801923909,11795907281,financials,-977775834,957956273,-51.46,53.54,etf_flow
2025-07-23,SPY,4560964404,1837836944,2723127460,119549206177,energy,-851949063,776590273,86.51,5.58,etf_flow
2025-07-23,ARKK,4822414330,3012843836,1809570494,267384000738,ai,1165669071,-481161338,72.61,61.74,etf_flow
2025-07-23,SOXX,517677442,310680473,206996969,216923741643,tech,-1196298070,-875465708,-24.31,44.52,etf_flow
2025-07-23,IBIT,2920499431,1343755825,1576743606,211387767027,ai,894957713,-60574978,-58.7,70.14,etf_flow
2025-07-24,QQQ,1375533797,3734488174,-2358954377,268075084720,energy,1309790669,390270986,-77.25,27.29,etf_flow
2025-07-24,SPY,910976208,2431195549,-1520219341,313115435610,tech,-599562822,-297540883,-23.48,68.14,etf_flow
2025-07-24,ARKK,419124217,170935436,248188781,215789252888,financials,632185549,-789716179,2.62,75.94,etf_flow
2025-07-24,SOXX,3396012549,2773873422,622139127,223058037052,ai,-1049760985,-80253699,65.75,57.44,etf_flow
2025-07-24,IBIT,2761940369,1028088206,1733852163,99909534946,tech,-493408724,90721167,-83.94,90.63,etf_flow
2025-07-25,QQQ,4608337645,983640347,3624697298,332907287511,financials,-1401927307,318319764,86.26,82.45,etf_flow
2025-07-25,SPY,223811357,1688074186,-1464262829,222400976442,tech,788342871,-152399583,-2.42,62.69,etf_flow
2025-07-25,ARKK,1460569279,661810807,798758472,41208267675,financials,1395086415,900210128,-45.83,20.26,etf_flow
2025-07-25,SOXX,773363339,3386223487,-2612860148,95621542364,tech,9770800,-715689465,18.24,21.22,etf_flow
2025-07-25,IBIT,58438869,407775664,-349336795,84935120541,tech,-1213023957,-653219812,-50.67,84.52,etf_flow
2025-07-28,QQQ,4245242467,3263585617,981656850,8469978171,tech,115804646,567852044,-84.4,46.48,etf_flow
2025-07-28,SPY,4526745398,1916098282,2610647116,143351640669,tech,486119348,651720621,47.96,79.47,etf_flow
2025-07-28,ARKK,567138708,1691642838,-1124504130,251615140378,financials,1841500564,783021146,32.01,47.53,etf_flow
2025-07-28,SOXX,1415560910,1358760994,56799916,404972676208,tech,-1065975977,-926587299,24.8,36.27,etf_flow
2025-07-28,IBIT,1294311867,1402022581,-107710714,25293534088,financials,1144028154,-448567692,77.75,4.71,etf_flow
2025-07-29,QQQ,291337881,629841764,-338503883,402020353966,financials,1055483764,590205550,-79.67,91.72,etf_flow
2025-07-29,SPY,4341481538,857263591,3484217947,345077377327,tech,172702661,-834051982,-69.23,90.73,etf_flow
2025-07-29,ARKK,3055525758,3286089605,-230563847,211224245190,financials,-325656530,-502649301,28.9,98.4,etf_flow
2025-07-29,SOXX,1992283671,1476265514,516018157,82641448219,tech,-590827839,272074009,71.08,6.78,etf_flow
2025-07-29,IBIT,3774684729,1657430684,2117254045,179801384822,energy,404930487,-880481270,-63.45,27.19,etf_flow
2025-07-30,QQQ,2024399332,3604869527,-1580470195,227351781442,tech,-1825302665,-541195180,-47.06,96.56,etf_flow
2025-07-30,SPY,4889947636,2004715740,2885231896,171411189084,tech,-365693328,-680414021,54.34,49.49,etf_flow
2025-07-30,ARKK,2717194111,1730891524,986302587,152835162729,tech,-85204139,401587963,61.66,72.18,etf_flow
2025-07-30,SOXX,965336319,1417449413,-452113094,17736940678,ai,-1125170722,-149355398,-63.42,35.89,etf_flow
2025-07-30,IBIT,3934163071,2294424974,1639738097,270170057919,ai,-261189236,-343367444,32.0,39.83,etf_flow
2025-07-31,QQQ,2713366989,1733070186,980296803,261665785185,financials,-112008563,-72646005,-61.52,13.81,etf_flow
2025-07-31,SPY,3326476152,3564465256,-237989104,420018102113,energy,1322929937,86985234,-35.91,56.49,etf_flow
2025-07-31,ARKK,504240709,2311722237,-1807481528,223147902179,ai,1246459242,845410746,82.26,54.84,etf_flow
2025-07-31,SOXX,3634258287,3488316134,145942153,98784637830,financials,1598233395,330173220,85.98,67.93,etf_flow
2025-07-31,IBIT,1631595346,1348615740,282979606,213611025170,tech,-677216664,922808765,89.86,63.88,etf_flow
2025-08-01,QQQ,3359197346,1719466353,1639730993,136017122943,tech,-926364876,742802201,79.0,46.4,etf_flow
2025-08-01,SPY,4371694401,1252466042,3119228359,193796755552,energy,781197378,237627074,-37.74,10.55,etf_flow
2025-08-01,ARKK,3191794984,2109992090,1081802894,461752086558,energy,-1696294695,835042126,-10.59,2.56,etf_flow
2025-08-01,SOXX,4009068724,3541806996,467261728,247352866668,tech,-519281746,753853583,-25.55,87.86,etf_flow
2025-08-01,IBIT,1362946919,1024175664,338771255,285544084147,ai,1897071478,292510972,15.63,17.76,etf_flow
2025-08-04,QQQ,1714905107,3723447715,-2008542608,109936495379,energy,115972063,-789002979,-28.96,39.1,etf_flow
2025-08-04,SPY,3498289203,739481591,2758807612,461492864288,energy,-1387679708,299074752,92.34,95.53,etf_flow
2025-08-04,ARKK,2727836592,2948291545,-220454953,279445847366,financials,1500164344,124576732,-13.95,86.31,etf_flow
2025-08-04,SOXX,1592728354,1096041321,496687033,278419872661,financials,1936081828,-840992364,-76.19,65.14,etf_flow
2025-08-04,IBIT,1152351171,270965994,881385177,44383563806,tech,1475533849,-763869986,43.24,32.51,etf_flow
2025-08-05,QQQ,3939406732,1862700219,2076706513,361666791169,tech,-843850365,910413619,-61.91,82.46,etf_flow
2025-08-05,SPY,4319700596,3123906126,1195794470,262280665056,energy,-292201885,-654246358,44.09,52.74,etf_flow
2025-08-05,ARKK,1568598433,3563384709,-1994786276,254848636200,tech,-1941592381,280243944,55.63,66.88,etf_flow
2025-08-05,SOXX,2532722462,1921068127,611654335,2487854318,energy,694685219,465756635,-39.69,93.16,etf_flow
2025-08-05,IBIT,511324903,2318292610,-1806967707,428207149124,tech,724986603,910747819,51.82,51.96,etf_flow
2025-08-06,QQQ,4432367364,2825456755,1606910609,16787798029,energy,-1645784897,237685856,99.65,47.21,etf_flow
2025-08-06,SPY,1712851084,3162163466,-1449312382,105458367573,energy,-1474282051,-16060798,-47.46,94.75,etf_flow
2025-08-06,ARKK,3465972716,1658592587,1807380129,229569253570,financials,-395352838,766343249,-15.19,47.35,etf_flow
2025-08-06,SOXX,2775004047,3955417754,-1180413707,196440644841,tech,-1355428534,907283139,-51.9,19.78,etf_flow
2025-08-06,IBIT,1633042163,94715665,1538326498,98738930194,tech,-324337941,260509369,67.48,73.95,etf_flow
2025-08-07,QQQ,4335781553,1509716648,2826064905,201153266273,energy,-1804481322,91807307,-8.12,78.72,etf_flow
2025-08-07,SPY,2097247578,192160927,1905086651,96550056763,financials,-260051399,-280695218,92.71,84.61,etf_flow
2025-08-07,ARKK,3262714342,3384724989,-122010647,271210377067,financials,110022989,-716333346,6.21,83.58,etf_flow
2025-08-07,SOXX,3993125454,190358104,3802767350,319764932338,financials,1809270335,727486225,59.15,30.49,etf_flow
2025-08-07,IBIT,2916632408,2588277673,328354735,74556244002,ai,1263801525,-440299887,65.98,94.8,etf_flow
2025-08-08,QQQ,3949964075,817200887,3132763188,161559971169,financials,-741698291,610761982,37.75,59.77,etf_flow
2025-08-08,SPY,3274518068,3122088724,152429344,98535862855,tech,720957301,-844164494,13.19,48.07,etf_flow
2025-08-08,ARKK,2509118060,3349279006,-840160946,445290005354,tech,1479001010,-514265500,-74.05,45.5,etf_flow
2025-08-08,SOXX,1264017173,3195694836,-1931677663,333353466365,financials,1784387527,584669742,38.78,76.16,etf_flow
2025-08-08,IBIT,1400105311,348361439,1051743872,440056657663,ai,-1759609035,208851778,55.56,57.2,etf_flow
2025-08-11,QQQ,4637304013,308254347,4329049666,180968625097,financials,-1005253492,-382676797,99.57,91.51,etf_flow
2025-08-11,SPY,1842836117,916901316,925934801,482461118981,financials,848386580,389974971,92.2,85.27,etf_flow
2025-08-11,ARKK,2332961250,979174099,1353787151,83324142419,ai,874886120,391237812,8.01,22.0,etf_flow
2025-08-11,SOXX,2370488683,2882579787,-512091104,338794041887,energy,-149136009,-461750179,66.33,15.27,etf_flow
2025-08-11,IBIT,1551135230,2343985265,-792850035,454010020435,energy,-998774106,-792990532,77.89,19.23,etf_flow
2025-08-12,QQQ,1539215172,3726951198,-2187736026,46574567704,tech,133966938,725869080,-58.98,33.12,etf_flow
2025-08-12,SPY,1968833447,3554110171,-1585276724,375671363341,ai,-1518711044,-123876040,-33.19,15.96,etf_flow
2025-08-12,ARKK,1208354931,3101762486,-1893407555,50091744697,ai,795906399,917779950,-50.11,14.52,etf_flow
2025-08-12,SOXX,505533204,2217917276,-1712384072,79984610010,financials,-44429813,-694578344,-2.18,62.28,etf_flow
2025-08-12,IBIT,2760992637,687295493,2073697144,121260462450,tech,1952472637,596413990,-83.59,5.23,etf_flow
2025-08-13,QQQ,2696038109,2271361237,424676872,111616434515,energy,65089042,246586754,-18.22,82.65,etf_flow
2025-08-13,SPY,3968814601,1362130345,2606684256,24686961028,energy,517246612,591486419,13.81,91.82,etf_flow
2025-08-13,ARKK,2758762178,1397674284,1361087894,38095496943,financials,1474156961,368502732,43.71,5.12,etf_flow
2025-08-13,SOXX,1997320053,3706737691,-1709417638,104377045482,tech,-445085624,-904085323,67.19,0.17,etf_flow
2025-08-13,IBIT,4219308736,3396128671,823180065,148928013509,financials,1834245033,-678220851,34.6,7.97,etf_flow
2025-08-14,QQQ,3368922918,1648152041,1720770877,480489010487,financials,1386121578,525200686,-87.26,62.17,etf_flow
2025-08-14,SPY,4057170828,2873424651,1183746177,374656161380,tech,1879514842,70752037,80.91,53.29,etf_flow
2025-08-14,ARKK,4883814774,87788141,4796026633,411912377121,financials,-450813194,855970381,-11.5,14.39,etf_flow
2025-08-14,SOXX,2812348345,1525052584,1287295761,134280607802,energy,-992310702,961798644,2.95,80.3,etf_flow
2025-08-14,IBIT,2956596422,1512230932,1444365490,237111740236,energy,564762609,120173758,70.3,39.32,etf_flow
2025-08-15,QQQ,4120764524,2452524600,1668239924,373245330620,tech,-1006820475,443877319,-73.89,85.28,etf_flow
2025-08-15,SPY,2593578733,3229777228,-636198495,205664747506,ai,-999147297,282655120,59.99,58.87,etf_flow
2025-08-15,ARKK,3321843670,37195807,3284647863,162180484380,ai,1414306913,-444384375,86.7,78.4,etf_flow
2025-08-15,SOXX,1035198030,2435886405,-1400688375,396969613378,tech,1328535819,800434697,42.67,53.07,etf_flow
2025-08-15,IBIT,2664107774,2364224081,299883693,127351147839,financials,-201294649,891899273,1.42,93.04,etf_flow
2025-08-18,QQQ,2217586357,2661775381,-444189024,194023381874,tech,-846679319,908887979,29.89,13.42,etf_flow
2025-08-18,SPY,4036418958,602639186,3433779772,179541971802,energy,1040703639,-921054348,20.46,36.48,etf_flow
2025-08-18,ARKK,574437886,3139398334,-2564960448,145590016660,ai,1113930096,-92979748,-64.72,73.27,etf_flow
2025-08-18,SOXX,4080199714,2410100919,1670098795,80180120549,ai,492883806,-357778702,76.66,76.9,etf_flow
2025-08-18,IBIT,745177182,2509151294,-1763974112,140909311820,energy,926084971,757467625,59.42,25.82,etf_flow
2025-08-19,QQQ,1075426575,340689665,734736910,495323570364,tech,548515074,201811986,-9.48,4.02,etf_flow
2025-08-19,SPY,1400026868,2540201274,-1140174406,179791125624,ai,-1148658928,-623712184,-54.02,24.53,etf_flow
2025-08-19,ARKK,1741991609,2817759858,-1075768249,265288415438,tech,1827435627,-411448019,92.54,11.67,etf_flow
2025-08-19,SOXX,4793335334,3675818741,1117516593,416925733682,ai,1195988172,-578078117,90.5,31.24,etf_flow
2025-08-19,IBIT,3139958775,2593999155,545959620,164840454031,financials,-1325421997,-180788326,35.01,20.71,etf_flow
2025-08-20,QQQ,671408509,797073258,-125664749,283581986729,energy,795836237,423804613,-39.33,33.24,etf_flow
2025-08-20,SPY,3307571439,330670523,2976900916,82438182902,financials,1037791609,747837849,8.89,57.85,etf_flow
2025-08-20,ARKK,1013532724,2775872662,-1762339938,400270039435,tech,1222345755,-301792412,-89.86,68.4,etf_flow
2025-08-20,SOXX,2916224132,202434166,2713789966,160780279792,financials,446800754,-889106769,39.63,93.08,etf_flow
2025-08-20,IBIT,4232270433,1513347532,2718922901,144369095732,tech,-857227391,-271339783,-89.09,8.68,etf_flow
2025-08-21,QQQ,3723612540,2089492145,1634120395,147992017932,energy,1488741105,-639996321,-44.99,85.42,etf_flow
2025-08-21,SPY,3279833238,1253912192,2025921046,105297655125,financials,1277629561,614781621,-66.95,7.88,etf_flow
2025-08-21,ARKK,928333461,1804574035,-876240574,365990377430,ai,-1909325321,-711378053,85.02,40.42,etf_flow
2025-08-21,SOXX,108865588,2510855647,-2401990059,438236015084,tech,-1040927481,-121806395,95.4,60.64,etf_flow
2025-08-21,IBIT,624675128,2233399407,-1608724279,210406786052,energy,1818796084,-366252360,-12.12,47.52,etf_flow
2025-08-22,QQQ,786704262,2067444920,-1280740658,5533855324,tech,991421615,-487664303,-9.18,38.98,etf_flow
2025-08-22,SPY,523093066,2701742577,-2178649511,330969023382,ai,1348567319,978419044,4.92,27.8,etf_flow
2025-08-22,ARKK,1257750204,3309771718,-2052021514,67953980863,energy,-884057661,96859012,22.6,27.24,etf_flow
2025-08-22,SOXX,3463479707,805908167,2657571540,203742078402,ai,-1570872601,-374600302,-11.71,30.39,etf_flow
2025-08-22,IBIT,4674569757,3579112871,1095456886,395093811026,financials,-118137777,29949707,79.95,72.77,etf_flow
2025-08-25,QQQ,3161860018,642567446,2519292572,463164837686,energy,678580388,-920211500,70.75,92.58,etf_flow
2025-08-25,SPY,737424541,1219946007,-482521466,216456088724,financials,-1830697129,-12678250,-83.33,39.36,etf_flow
2025-08-25,ARKK,3695104794,3936986181,-241881387,321495846458,ai,999802857,623246953,43.3,2.61,etf_flow
2025-08-25,SOXX,4146219578,2179125530,1967094048,155462993333,energy,-993493171,761054158,42.83,12.84,etf_flow
2025-08-25,IBIT,382430454,3697000152,-3314569698,216585259421,ai,-1909775245,378485251,-51.17,2.93,etf_flow
2025-08-26,QQQ,101910945,3025044009,-2923133064,456934947899,tech,1717592388,52559225,72.19,29.08,etf_flow
2025-08-26,SPY,4914542721,561416283,4353126438,148814020260,ai,622935762,42764892,-47.04,19.76,etf_flow
2025-08-26,ARKK,4936266208,1262989034,3673277174,61502429991,financials,-1933676755,601410119,-22.13,59.41,etf_flow
2025-08-26,SOXX,189813407,857978098,-668164691,390849857757,ai,-1649546583,-389085728,42.74,71.51,etf_flow
2025-08-26,IBIT,1492105337,3234614307,-1742508970,316361612888,financials,-695660754,471336318,69.7,46.42,etf_flow
2025-08-27,QQQ,4985008494,2804279211,2180729283,447687279960,ai,-1644473268,-907685808,25.3,22.26,etf_flow
2025-08-27,SPY,2960533684,2903541031,56992653,280687005082,financials,-1608910804,-193054506,79.68,74.2,etf_flow
2025-08-27,ARKK,1013843896,925266425,88577471,314162718705,energy,1892468791,-867176486,64.3,92.39,etf_flow
2025-08-27,SOXX,301558656,2067153351,-1765594695,8880911223,energy,1011414568,602085753,51.44,71.09,etf_flow
2025-08-27,IBIT,3612639630,1441282953,2171356677,97257103755,ai,821089967,779240728,21.06,78.66,etf_flow
2025-08-28,QQQ,2100212260,237886562,1862325698,287007320890,ai,1881906825,-604570778,-54.63,96.43,etf_flow
2025-08-28,SPY,683143529,400745656,282397873,464249239085,ai,-1881273938,-106876978,25.77,4.05,etf_flow
2025-08-28,ARKK,1794966914,3904507098,-2109540184,339532785748,energy,-1966297370,952705586,44.85,30.55,etf_flow
2025-08-28,SOXX,3005911097,3892334824,-886423727,12877009547,energy,111998897,898755823,23.22,86.48,etf_flow
2025-08-28,IBIT,4413892847,1230746409,3183146438,442420359653,energy,967141778,796011571,65.4,52.01,etf_flow
2025-08-29,QQQ,4397440759,3196644487,1200796272,335953328700,energy,1203399096,-561058216,-40.61,90.38,etf_flow
2025-08-29,SPY,4276759609,561257999,3715501610,348802991324,ai,735283028,795167295,58.29,61.94,etf_flow
2025-08-29,ARKK,1766988306,3821996830,-2055008524,389237700824,financials,-1834665875,-311944317,-8.3,12.64,etf_flow
2025-08-29,SOXX,903217621,1405736556,-502518935,66403438094,tech,1369312971,-717877032,37.79,44.83,etf_flow
2025-08-29,IBIT,3781139196,3925586687,-144447491,264408368372,energy,-1714073936,-540509341,98.74,65.26,etf_flow
2025-09-01,QQQ,4701356013,3761970480,939385533,216217441666,energy,541373742,65826540,-39.12,36.27,etf_flow
2025-09-01,SPY,3651944915,993252139,2658692776,391205065556,tech,1547173916,784300992,3.07,60.86,etf_flow
2025-09-01,ARKK,814186472,1611875374,-797688902,383257702258,ai,-374221219,607933085,16.81,94.06,etf_flow
2025-09-01,SOXX,3421645673,779951697,2641693976,257232375649,energy,1336713378,-893387169,83.55,65.73,etf_flow
2025-09-01,IBIT,3547532615,3763089632,-215557017,126668028030,financials,-358438849,-316859595,70.48,26.32,etf_flow
2025-09-02,QQQ,4481008556,3185417997,1295590559,70656827872,tech,1272027996,-976559565,-13.27,58.75,etf_flow
2025-09-02,SPY,3965260276,1360582674,2604677602,476889606788,ai,-1028807401,773084061,-89.32,54.68,etf_flow
2025-09-02,ARKK,2086583219,1065465279,1021117940,457408379128,ai,1735567839,-853852867,11.95,97.61,etf_flow
2025-09-02,SOXX,4475493580,265192698,4210300882,317464502418,energy,1690619810,175635938,59.63,92.54,etf_flow
2025-09-02,IBIT,4300140218,3423110792,877029426,376158820307,financials,637500600,251354139,91.85,61.28,etf_flow
2025-09-03,QQQ,505866282,1057279401,-551413119,186419739766,tech,948750370,-601099877,64.19,23.08,etf_flow
2025-09-03,SPY,2626488909,2753446114,-126957205,43409036802,financials,1955229135,-213829967,85.21,61.2,etf_flow
2025-09-03,ARKK,4664018009,1223208367,3440809642,320097094094,ai,901041163,-729051060,96.95,18.11,etf_flow
2025-09-03,SOXX,2250418179,398151001,1852267178,123901061929,energy,-1603882058,-299438810,88.07,76.84,etf_flow
2025-09-03,IBIT,3632757887,157169400,3475588487,29727665482,ai,-1222533411,-788897380,75.7,21.09,etf_flow
2025-09-04,QQQ,2601360603,2798494368,-197133765,231491384884,energy,1722804792,946114805,-92.5,70.05,etf_flow
2025-09-04,SPY,3532057012,996763451,2535293561,233019170515,ai,1931261738,989783153,45.84,81.82,etf_flow
2025-09-04,ARKK,196287700,871387338,-675099638,440126184977,tech,-421081365,-887492437,-89.33,99.26,etf_flow
2025-09-04,SOXX,2364810222,2171940458,192869764,479160268327,ai,25730964,77050128,14.7,78.74,etf_flow
2025-09-04,IBIT,1749574880,1465065320,284509560,70728438145,financials,-530164072,190719530,35.93,40.3,etf_flow
2025-09-05,QQQ,1490922577,3342763518,-1851840941,397266617049,energy,-1584511679,-215633986,-44.81,64.43,etf_flow
2025-09-05,SPY,1056274456,1239117818,-182843362,30519306536,financials,-1481972682,5737438,-95.8,88.42,etf_flow
2025-09-05,ARKK,2317655839,1515915216,801740623,414940009541,financials,-900938579,-391961868,84.18,12.94,etf_flow
2025-09-05,SOXX,2657314797,3946527227,-1289212430,471010601471,energy,-390754060,134731719,-54.23,78.62,etf_flow
2025-09-05,IBIT,1650538236,1839053987,-188515751,22978231834,financials,-466038371,-258279091,-53.8,5.93,etf_flow
2025-09-08,QQQ,3346765028,2887577574,459187454,99821866243,ai,1030684330,-848111490,80.74,68.44,etf_flow
2025-09-08,SPY,955091327,3073342275,-2118250948,420397653198,ai,186024465,424955308,-36.09,65.36,etf_flow
2025-09-08,ARKK,2836874684,932616470,1904258214,268116229680,energy,-1768829498,152027744,1.98,77.81,etf_flow
2025-09-08,SOXX,1208893261,1687084179,-478190918,296822586012,energy,185956098,-141305270,-10.52,79.22,etf_flow
2025-09-08,IBIT,838544326,1315036336,-476492010,97632250399,financials,664333019,530763876,74.28,84.5,etf_flow
2025-09-09,QQQ,4274894426,2393429718,1881464708,195117422160,ai,-1510819126,8769764,-17.53,5.37,etf_flow
2025-09-09,SPY,567327888,1208484751,-641156863,468353550372,tech,700613423,107734307,-9.13,96.21,etf_flow
2025-09-09,ARKK,1345336590,2597767140,-1252430550,250803938824,ai,442361949,302313323,-63.99,48.17,etf_flow
2025-09-09,SOXX,2873263201,3881911099,-1008647898,359003278021,financials,-902621707,208678890,36.33,9.55,etf_flow
2025-09-09,IBIT,4745445239,2235651348,2509793891,232672412964,ai,-1516208079,12297885,81.34,58.13,etf_flow
2025-09-10,QQQ,715424617,3619868351,-2904443734,205998209855,ai,388686528,-458799407,10.08,58.75,etf_flow
2025-09-10,SPY,2714640261,3169306608,-454666347,202309994495,ai,611248846,-886196224,97.83,12.85,etf_flow
2025-09-10,ARKK,1421501268,2371151884,-949650616,342841783769,tech,1718750463,-190208568,-0.89,41.69,etf_flow
2025-09-10,SOXX,3695862727,1202971655,2492891072,264471851010,tech,623667086,-346214744,76.96,83.57,etf_flow
2025-09-10,IBIT,4827651268,583559078,4244092190,217326402232,ai,-1018201184,-607577630,-58.57,38.76,etf_flow
2025-09-11,QQQ,1606722814,1654600129,-47877315,35983460794,energy,-607336401,216676278,-42.16,32.16,etf_flow
2025-09-11,SPY,3591705101,2408311989,1183393112,339702211018,energy,-224604590,922173557,-21.73,25.39,etf_flow
2025-09-11,ARKK,808961919,3887545048,-3078583129,116495101366,tech,-324064527,-901550749,-31.58,90.65,etf_flow
2025-09-11,SOXX,2209049756,13289889,2195759867,295356078156,energy,1342944220,-815223928,69.4,98.33,etf_flow
2025-09-11,IBIT,4388052776,2318899067,2069153709,248476604673,ai,-639276527,231147919,-33.42,28.49,etf_flow
2025-09-12,QQQ,4120767485,3884359628,236407857,467779970589,ai,-595003173,842830635,-15.36,34.67,etf_flow
2025-09-12,SPY,4317316087,2140604749,2176711338,367293665857,ai,205123144,313253024,7.55,11.31,etf_flow
2025-09-12,ARKK,4407474992,3610113250,797361742,347408759277,financials,-937214603,462902109,-30.09,33.3,etf_flow
2025-09-12,SOXX,464595078,1750237692,-1285642614,468620560348,energy,-310371111,-214254685,-96.84,57.41,etf_flow
2025-09-12,IBIT,3085407177,2682337419,403069758,428324730744,tech,-831890785,-463619444,29.15,87.31,etf_flow
2025-09-15,QQQ,3179494279,3683733859,-504239580,371066373265,ai,-1507875842,921115995,-61.46,22.19,etf_flow
2025-09-15,SPY,177049945,3836120455,-3659070510,293350623711,ai,1517470414,-286673854,-5.41,43.79,etf_flow
2025-09-15,ARKK,2023363368,2699003866,-675640498,7602898855,tech,41854115,-945359475,-50.08,86.08,etf_flow
2025-09-15,SOXX,3706559662,3203382144,503177518,70989223977,financials,1483724746,-908337609,-74.62,63.38,etf_flow
2025-09-15,IBIT,2729564803,1359472428,1370092375,441133502470,financials,-985557463,-940314211,38.78,66.59,etf_flow
2025-09-16,QQQ,4135250422,2410423115,1724827307,194166470187,tech,-1564911114,33620069,63.54,98.39,etf_flow
2025-09-16,SPY,4355034254,1599810882,2755223372,416471924306,tech,-261097443,-201803072,-11.71,61.92,etf_flow
2025-09-16,ARKK,2116675185,3623482851,-1506807666,45104810836,ai,1346757177,-221716098,-54.4,14.0,etf_flow
2025-09-16,SOXX,2193124367,1589250678,603873689,111508626882,tech,1412051127,-77485997,22.39,70.88,etf_flow
2025-09-16,IBIT,4778935507,1437058929,3341876578,392405112669,ai,-134002166,-55367277,-50.28,12.03,etf_flow
2025-09-17,QQQ,1927641973,3208479540,-1280837567,271088686527,tech,-534485805,-422155897,98.45,37.09,etf_flow
2025-09-17,SPY,2269156662,660506216,1608650446,259853219757,financials,-1447565234,214959575,27.57,75.15,etf_flow
2025-09-17,ARKK,612469194,3786371212,-3173902018,31347394679,ai,1713705326,335870796,48.82,49.26,etf_flow
2025-09-17,SOXX,619763514,2610348967,-1990585453,334540772205,ai,-292898094,594917345,54.99,42.06,etf_flow
2025-09-17,IBIT,4548129948,1452668638,3095461310,88926556213,ai,-1024596525,695250536,68.81,22.76,etf_flow
2025-09-18,QQQ,3395463537,461191514,2934272023,157235745062,energy,-1929614535,390023614,-35.41,70.57,etf_flow
2025-09-18,SPY,4605946168,2085033610,2520912558,164307922497,financials,382127143,745427547,59.65,84.91,etf_flow
2025-09-18,ARKK,722871284,1062043305,-339172021,442241044636,financials,1168291403,105290610,-65.36,60.63,etf_flow
2025-09-18,SOXX,1635188527,1180614891,454573636,151834117393,ai,1697628658,-513874483,-99.68,10.62,etf_flow
2025-09-18,IBIT,4254061112,1672926435,2581134677,261144307756,energy,1168777214,688380375,-57.61,1.76,etf_flow
